Prod_id,Prod_name,Prod_price,Prod_size,Prod_stock,Prod_brand,Prod_Model,Prod_Desc
46014820,"Goya Fruta Lucuma Pulp, 14 oz",,,Not available,Goya Food,9124,"&lt;p&gt;Goya￢ﾀﾙs fruit pulps are a great way to incorporate healthy fruit into your diet. Nutrition experts recommend a diet low in fat and high in fiber, which includes at least five servings of fruit and vegetables every day for better health. Try Goya Fruta Lucuma Pulp in a refreshing smoothie, agua fresca or as a topping.&lt;/p&gt;"
46028130,"Wild Oats Marketplace Organic Frozen Dark Sweet Cherries, 10 oz",,10.0000,Not available,,,"&lt;p&gt;Wild Oats has been a pioneer in the food industry since it was originally launched in 1987. Wild Oat brought great food to a generation of folks who cared about what they ate and where it came from. Wild Oats is still pioneering today, because it believes good quality food shouldn't cost more. So Wild Oats is providing even more affordable food choices with Wild Oats Marketplace Brand. Products like Wild Oats Marketplace Organic Frozen Dark Sweet Cherries help everyone be their best starting from the inside.&lt;/p&gt;"
46212495,"Goya Fried Plantain Cups, 12 oz, 12 ct",,,Not available,,,
46480135,"Goya Papaya Chunks, 14 oz",,14 oz,Not available,Goya Food,9083,"&lt;p&gt;Delicious &amp; Naturally good for you! Goya's Fruits pulps are a great way to incorporate healthy fruit into your diet. Nutrition experts recommend a diet low in fat and high in fiber, which includes at least 5 servings of fruit and vegetables every day for better healthy.&lt;/p&gt;"
46807534,"Great Value Mango Chunks, 48 oz",,48 oz,Not available,Great Value,7874206322,
47064321,"Goya Fruta Guava Pulp, 14 oz",,14 oz,Not available,,,"&lt;p&gt;Goya Fruta Guava Pulp is delicious &amp; naturally good for you! Goya￢ﾀﾙs fruits pulps are a great way to incorporate healthy fruits into your diet. Nutrition experts recommend a diet low in fat and high in fiber, which includes at least 5 serving of fruit and vegetables every day for better healthy. Eating healthy is not always easy so try this delicious Fruta Goya in a refreshing smoothie, agua fresca or as a topping.&lt;/p&gt;"
47314797,"Sunrise Growers Antioxidant Blend Frozen Fruit, 40 oz",,40 oz,Not available,Generic,4450-SUN,"&lt;p&gt;Sunrise Growers Antioxidant Blend Frozen Fruit comes from fresh fruit picked at the peak of ripeness and flavor. It￢ﾀﾙs quickly harvested, washed and frozen to lock in all of its natural goodness. Sunrise Growers fruit is frozen fresh so that it is packed with nutrients and naturally delicious.*NEW_LINE*&lt;/p&gt;"
47769892,Goya Arañitas/plantain Hashbrown,,,Not available,,,
49670218,"Goya Whole Strawberries, 16 oz",,16 oz,Not available,,,"&lt;p&gt;Goya Whole Frozen Strawberries are chock-full of whole ruby-red strawberries that are picked at the peak of ripeness to ensure the best quality possible. Each berry is quickly fresh-frozen to retain its natural flavor, texture and nutrition.&lt;/p&gt;"
50776106,"Goya Foods Fruta Passion Fruit Pulp, 14oz",,14 oz,Not available,Goya Food,9086,"&lt;p&gt;Goya Foods Fruta Passion Fruit Pulp is a great way to incorporate healthy fruit into your diet. Nutrition experts recommend a diet low in fat and high in fiber, which includes at least 5 serving of fruit and vegetables every day for better health, Try this delicious Goya Foods Fruta Passion Fruit Pulp in a refreshing smoothie, agua fresca or as a topping.&lt;/p&gt;"
